date,PICP_water_temperature,PGr_water_temperature,PA_water_temperature,PC_water_temperature
2023-11-10 00:25:00-06:00,24.68,22.72,24.74,22.93
2023-11-10 00:30:00-06:00,24.74,22.72,24.78,23.0
2023-11-10 00:35:00-06:00,24.74,22.72,24.84,23.0
2023-11-10 00:40:00-06:00,24.74,22.72,24.84,23.0
2023-11-10 00:45:00-06:00,24.74,22.72,24.84,23.0
2023-11-10 00:50:00-06:00,24.74,22.72,24.84,23.0
2023-11-10 00:55:00-06:00,24.74,22.72,24.78,22.95
2023-11-10 01:00:00-06:00,24.74,22.72,24.74,22.91
2023-11-10 01:05:00-06:00,24.74,22.72,24.78,22.91
2023-11-10 01:10:00-06:00,24.74,22.72,24.82,22.91
2023-11-10 01:15:00-06:00,24.74,22.72,24.84,22.91
2023-11-10 01:20:00-06:00,24.74,22.72,24.84,22.91
2023-11-10 01:25:00-06:00,24.8,22.72,24.84,22.91
2023-11-10 01:30:00-06:00,24.84,22.72,24.84,22.81
2023-11-10 01:35:00-06:00,24.84,22.72,24.84,22.81
2023-11-10 01:40:00-06:00,24.84,22.72,24.84,22.89
2023-11-10 01:45:00-06:00,24.78,22.72,24.84,22.81
2023-11-10 01:50:00-06:00,24.84,22.72,24.84,22.81
2023-11-10 01:55:00-06:00,24.84,22.72,24.84,22.85
2023-11-10 02:00:00-06:00,24.84,22.72,24.84,22.91
2023-11-10 02:05:00-06:00,24.84,22.72,24.84,22.91
2023-11-10 02:10:00-06:00,24.74,22.72,24.84,22.85
2023-11-10 02:15:00-06:00,24.74,22.72,24.84,22.81
2023-11-10 02:20:00-06:00,24.74,22.72,24.84,22.76
2023-11-10 02:25:00-06:00,24.74,22.72,24.84,22.72
2023-11-10 02:30:00-06:00,24.74,22.72,24.84,22.68
2023-11-10 02:35:00-06:00,24.74,22.72,24.84,22.62
2023-11-10 02:40:00-06:00,24.74,22.72,24.84,22.62
2023-11-10 02:45:00-06:00,24.74,22.72,24.84,22.6
2023-11-10 02:50:00-06:00,24.68,22.72,24.84,22.52
2023-11-10 02:55:00-06:00,24.7,22.72,24.84,22.52
2023-11-10 03:00:00-06:00,24.74,22.72,24.84,22.52
2023-11-10 03:05:00-06:00,24.74,22.68,24.84,22.51
2023-11-10 03:10:00-06:00,24.74,22.68,24.84,22.43
2023-11-10 03:15:00-06:00,24.74,22.68,24.84,22.43
2023-11-10 03:20:00-06:00,24.74,22.64,24.84,22.43
2023-11-10 03:25:00-06:00,24.74,22.62,24.84,22.43
2023-11-10 03:30:00-06:00,24.74,22.62,24.84,22.43
2023-11-10 03:35:00-06:00,24.74,22.62,24.84,22.43
2023-11-10 03:40:00-06:00,24.74,22.62,24.84,22.43
2023-11-10 03:45:00-06:00,24.74,22.62,24.84,22.47
2023-11-10 03:50:00-06:00,24.74,22.62,24.84,22.49
2023-11-10 03:55:00-06:00,24.74,22.62,24.84,22.52
2023-11-10 04:00:00-06:00,24.74,22.62,24.84,22.52
2023-11-10 04:05:00-06:00,24.74,22.62,24.84,22.52
2023-11-10 04:10:00-06:00,24.74,22.62,24.84,22.49
2023-11-10 04:15:00-06:00,24.74,22.62,24.84,22.49
2023-11-10 04:20:00-06:00,24.74,22.62,24.84,22.43
2023-11-10 04:25:00-06:00,24.74,22.62,24.84,22.43
2023-11-10 04:30:00-06:00,24.74,22.62,24.84,22.43
2023-11-10 04:35:00-06:00,24.74,22.62,24.84,22.43
2023-11-10 04:40:00-06:00,24.74,22.62,24.84,22.47
2023-11-10 04:45:00-06:00,24.74,22.62,24.84,22.49
2023-11-10 04:50:00-06:00,24.74,22.62,24.84,22.43
2023-11-10 04:55:00-06:00,24.74,22.62,24.84,22.43
2023-11-10 05:00:00-06:00,24.74,22.62,24.84,22.52
2023-11-10 05:05:00-06:00,24.74,22.56,24.84,22.52
2023-11-10 05:10:00-06:00,24.74,22.52,24.84,22.52
2023-11-10 05:15:00-06:00,24.74,22.52,24.84,22.51
2023-11-10 05:20:00-06:00,24.74,22.52,24.84,22.43
2023-11-10 05:25:00-06:00,24.68,22.52,24.84,22.43
2023-11-10 05:30:00-06:00,24.64,22.52,24.82,22.37
2023-11-10 05:35:00-06:00,24.64,22.52,24.84,22.33
2023-11-10 05:40:00-06:00,24.64,22.52,24.76,22.33
2023-11-10 05:45:00-06:00,24.64,22.52,24.76,22.26
2023-11-10 05:50:00-06:00,24.64,22.52,24.8,22.24
2023-11-10 05:55:00-06:00,24.64,22.52,24.82,22.24
2023-11-10 06:00:00-06:00,24.64,22.52,24.84,22.24
2023-11-10 06:05:00-06:00,24.64,22.52,24.74,22.24
2023-11-10 06:10:00-06:00,24.6,22.52,24.74,22.24
2023-11-10 06:15:00-06:00,24.54,22.52,24.74,22.16
2023-11-10 06:20:00-06:00,24.54,22.52,24.74,22.14
2023-11-10 06:25:00-06:00,24.54,22.52,24.74,22.14
2023-11-10 06:30:00-06:00,24.54,22.45,24.74,22.14
2023-11-10 06:35:00-06:00,24.53,22.49,24.74,22.07
2023-11-10 06:40:00-06:00,24.47,22.43,24.74,22.05
2023-11-10 06:45:00-06:00,24.45,22.43,24.74,22.05
2023-11-10 06:50:00-06:00,24.47,22.43,24.74,22.05
2023-11-10 06:55:00-06:00,24.45,22.43,24.74,22.05
2023-11-10 07:00:00-06:00,24.45,22.43,24.74,22.05
2024-01-18 14:30:00-06:00,11.9,11.14,13.65,12.28
2024-01-18 14:35:00-06:00,11.84,11.14,13.65,12.21
2024-01-18 14:40:00-06:00,11.82,11.14,13.65,12.21
2024-01-18 14:45:00-06:00,11.82,11.14,13.65,12.21
2024-01-18 14:50:00-06:00,11.82,11.06,13.65,12.21
2024-01-18 14:55:00-06:00,11.82,11.04,13.65,12.21
2024-01-18 15:00:00-06:00,11.82,11.04,13.65,12.21
2024-01-18 15:05:00-06:00,11.82,11.04,13.65,12.21
2024-01-18 15:10:00-06:00,11.82,11.04,13.65,12.21
2024-01-18 15:15:00-06:00,11.82,11.04,13.65,12.21
2024-01-18 15:20:00-06:00,11.82,11.04,13.65,12.21
2024-01-18 15:25:00-06:00,11.82,11.04,13.65,12.15
2024-01-18 15:30:00-06:00,11.82,11.04,13.65,12.11
2024-01-18 15:35:00-06:00,11.82,11.04,13.65,12.11
2024-01-18 15:40:00-06:00,11.82,11.04,13.65,12.17
2024-01-18 15:45:00-06:00,11.82,11.04,13.65,12.17
2024-01-18 15:50:00-06:00,11.82,11.04,13.65,12.11
2024-01-18 15:55:00-06:00,11.78,11.0,13.65,12.11
2024-01-18 16:00:00-06:00,11.76,10.94,13.65,12.11
2024-01-18 16:05:00-06:00,11.72,10.94,13.65,12.09
2024-01-18 16:10:00-06:00,11.72,10.94,13.65,12.01
2024-01-18 16:15:00-06:00,11.72,10.94,13.65,12.01
2024-01-18 16:20:00-06:00,11.72,10.94,13.65,12.01
2024-01-18 16:25:00-06:00,11.82,10.92,13.65,12.01
2024-01-18 16:30:00-06:00,11.82,10.85,13.65,12.07
2024-01-18 16:35:00-06:00,11.82,10.87,13.65,12.07
2024-01-18 16:40:00-06:00,11.82,10.85,13.65,12.01
2024-01-18 16:45:00-06:00,11.82,10.94,13.65,12.01
2024-01-18 16:50:00-06:00,11.82,10.94,13.65,12.01
2024-01-18 16:55:00-06:00,11.82,10.94,13.65,12.01
2024-01-18 17:00:00-06:00,11.82,10.94,13.65,12.01
2024-01-18 17:05:00-06:00,11.82,10.9,13.65,12.01
2024-01-18 17:10:00-06:00,11.82,10.94,13.65,11.99
2024-01-18 17:15:00-06:00,11.82,10.94,13.65,11.92
2024-01-18 17:20:00-06:00,11.82,10.94,13.65,11.92
2024-01-18 17:25:00-06:00,11.82,10.94,13.65,11.92
2024-01-18 17:30:00-06:00,11.82,10.85,13.65,11.9
2024-01-18 17:35:00-06:00,11.82,10.85,13.65,11.84
2024-01-18 17:40:00-06:00,11.82,10.85,13.65,11.82
2024-01-18 17:45:00-06:00,11.82,10.85,13.65,11.82
2024-01-18 17:50:00-06:00,11.84,10.85,13.65,11.82
2024-01-18 17:55:00-06:00,11.9,10.85,13.65,11.82
2024-01-18 18:00:00-06:00,11.88,10.85,13.65,11.82
2024-01-18 18:05:00-06:00,11.92,10.85,13.65,11.82
2024-01-18 18:10:00-06:00,11.92,10.85,13.65,11.82
2024-01-18 18:15:00-06:00,11.92,10.85,13.65,11.72
2024-01-18 18:20:00-06:00,11.92,10.85,13.65,11.72
2024-01-18 18:25:00-06:00,11.92,10.85,13.71,11.72
2024-01-18 18:30:00-06:00,11.92,10.85,13.75,11.76
2024-01-18 18:35:00-06:00,11.92,10.85,13.75,11.82
2024-01-18 18:40:00-06:00,11.92,10.85,13.75,11.82
2024-01-18 18:45:00-06:00,11.92,10.85,13.75,11.82
2024-01-18 18:50:00-06:00,11.99,10.85,13.75,11.82
2024-01-18 18:55:00-06:00,12.01,10.85,13.75,11.82
2024-01-18 19:00:00-06:00,12.01,10.85,13.75,11.82
2024-01-18 19:05:00-06:00,12.01,10.85,13.75,11.82
2024-01-18 19:10:00-06:00,12.01,10.85,13.75,11.82
2024-01-18 19:15:00-06:00,12.01,10.85,13.75,11.84
2024-01-18 19:20:00-06:00,12.01,10.85,13.75,11.92
2024-01-18 19:25:00-06:00,12.01,10.85,13.75,11.92
2024-01-18 19:30:00-06:00,12.01,10.85,13.75,11.92
2024-01-18 19:35:00-06:00,12.01,10.85,13.75,11.92
2024-01-18 19:40:00-06:00,12.01,10.85,13.75,11.92
2024-01-18 19:45:00-06:00,12.01,10.85,13.75,11.92
2024-01-18 19:50:00-06:00,12.01,10.85,13.75,11.92
2024-01-18 19:55:00-06:00,12.01,10.85,13.75,11.97
2024-01-18 20:00:00-06:00,12.01,10.85,13.75,12.01
2024-01-18 20:05:00-06:00,12.01,10.85,13.75,12.01
2024-01-18 20:10:00-06:00,12.01,10.85,13.75,12.01
2024-01-18 20:15:00-06:00,12.01,10.85,13.75,12.01
2024-01-18 20:20:00-06:00,12.09,10.85,13.75,12.01
2024-01-18 20:25:00-06:00,12.11,10.85,13.75,12.01
2024-01-18 20:30:00-06:00,12.11,10.85,13.75,12.01
2024-01-18 20:35:00-06:00,12.11,10.85,13.75,12.03
2024-01-18 20:40:00-06:00,12.11,10.85,13.75,12.11
2024-01-18 20:45:00-06:00,12.11,10.85,13.75,12.11
2024-01-18 20:50:00-06:00,12.11,10.85,13.75,12.09
2024-01-18 20:55:00-06:00,12.11,10.85,13.75,12.11
2024-01-18 21:00:00-06:00,12.11,10.85,13.75,12.11
2024-01-18 21:05:00-06:00,12.11,10.85,13.75,12.11
2024-01-18 21:10:00-06:00,12.11,10.85,13.75,12.11
2024-01-18 21:15:00-06:00,12.11,10.85,13.75,12.11
2024-01-18 21:20:00-06:00,12.11,10.85,13.75,12.11
2024-01-18 21:25:00-06:00,12.11,10.85,13.75,12.17
2024-01-18 21:30:00-06:00,12.11,10.85,13.75,12.21
2024-01-18 21:35:00-06:00,12.11,10.85,13.75,12.21
2024-01-18 21:40:00-06:00,12.11,10.85,13.75,12.21
2024-01-18 21:45:00-06:00,12.11,10.85,13.75,12.21
2024-01-18 21:50:00-06:00,12.11,10.85,13.75,12.21
2024-01-18 21:55:00-06:00,12.11,10.85,13.75,12.21
2024-01-18 22:00:00-06:00,12.11,10.85,13.75,12.21
2024-01-18 22:05:00-06:00,12.11,10.85,13.75,12.21
2024-01-18 22:10:00-06:00,12.11,10.85,13.75,12.21
2024-01-18 22:15:00-06:00,12.13,10.85,13.75,12.3
2024-01-18 22:20:00-06:00,12.21,10.85,13.75,12.3
2024-01-18 22:25:00-06:00,12.21,10.85,13.77,12.3
2024-01-18 22:30:00-06:00,12.21,10.85,13.77,12.3
2024-01-18 22:35:00-06:00,12.21,10.85,13.81,12.3
2024-01-18 22:40:00-06:00,12.21,10.85,13.81,12.3
2024-01-18 22:45:00-06:00,12.21,10.85,13.81,12.3
2024-01-18 22:50:00-06:00,12.21,10.85,13.77,12.3
2024-01-18 22:55:00-06:00,12.21,10.85,13.77,12.3
2024-01-18 23:00:00-06:00,12.21,10.85,13.85,12.3
2024-01-18 23:05:00-06:00,12.21,10.83,13.85,12.3
2024-01-18 23:10:00-06:00,12.21,10.83,13.85,12.3
2024-01-18 23:15:00-06:00,12.21,10.81,13.85,12.3
2024-01-18 23:20:00-06:00,12.21,10.75,13.85,12.3
2024-01-18 23:25:00-06:00,12.21,10.75,13.85,12.3
2024-01-18 23:30:00-06:00,12.21,10.75,13.85,12.3
2024-01-18 23:35:00-06:00,12.21,10.75,13.85,12.3
2024-01-18 23:40:00-06:00,12.21,10.75,13.85,12.3
2024-01-18 23:45:00-06:00,12.21,10.75,13.85,12.3
2024-01-18 23:50:00-06:00,12.21,10.75,13.85,12.3
2024-01-18 23:55:00-06:00,12.21,10.75,13.85,12.3
2024-01-19 00:00:00-06:00,12.21,10.75,13.85,12.3
2024-01-19 00:05:00-06:00,12.21,10.75,13.85,12.3
2024-01-19 00:10:00-06:00,12.21,10.75,13.85,12.3
2024-01-19 00:15:00-06:00,12.21,10.75,13.85,12.3
2024-01-19 00:20:00-06:00,12.21,10.75,13.85,12.38
2024-01-19 00:25:00-06:00,12.21,10.75,13.85,12.4
2024-01-19 00:30:00-06:00,12.21,10.75,13.85,12.4
2024-01-19 00:35:00-06:00,12.21,10.75,13.85,12.4
2024-01-19 00:40:00-06:00,12.21,10.75,13.85,12.4
2024-01-19 00:45:00-06:00,12.21,10.75,13.85,12.4
2024-01-19 00:50:00-06:00,12.21,10.75,13.85,12.4
2024-01-19 00:55:00-06:00,12.21,10.75,13.85,12.4
2024-01-19 01:00:00-06:00,12.21,10.75,13.85,12.4
2024-01-19 01:05:00-06:00,12.21,10.75,13.85,12.4
2024-01-19 01:10:00-06:00,12.21,10.75,13.85,12.4
2024-01-19 01:15:00-06:00,12.21,10.75,13.85,12.38
2024-01-19 01:20:00-06:00,12.21,10.75,13.85,12.36
2024-01-19 01:25:00-06:00,12.21,10.75,13.85,12.27
2024-01-19 01:30:00-06:00,12.21,10.75,13.85,12.15
2024-01-19 01:35:00-06:00,12.21,10.75,13.85,12.03
2024-01-19 01:40:00-06:00,12.21,10.75,13.85,11.9
2024-01-19 01:45:00-06:00,12.21,10.75,13.85,11.8
2024-01-19 01:50:00-06:00,12.21,10.75,13.83,11.7
2024-01-19 01:55:00-06:00,12.21,10.75,13.83,11.62
2024-01-19 02:00:00-06:00,12.21,10.75,13.81,11.61
2024-01-19 02:05:00-06:00,12.21,10.75,13.85,11.53
2024-01-19 02:10:00-06:00,12.21,10.75,13.85,11.53
2024-01-19 02:15:00-06:00,12.21,10.75,13.85,11.53
2024-01-19 02:20:00-06:00,12.21,10.75,13.85,11.53
2024-01-19 02:25:00-06:00,12.21,10.75,13.85,11.53
2024-01-19 02:30:00-06:00,12.21,10.75,13.85,11.45
2024-01-19 02:35:00-06:00,12.21,10.75,13.85,11.43
2024-01-19 02:40:00-06:00,12.21,10.75,13.85,11.39
2024-01-19 02:45:00-06:00,12.21,10.75,13.85,11.33
2024-01-19 02:50:00-06:00,12.21,10.75,13.85,11.33
2024-01-19 02:55:00-06:00,12.21,10.75,13.85,11.28
2024-01-19 03:00:00-06:00,12.21,10.75,13.85,11.24
2024-01-19 03:05:00-06:00,12.21,10.75,13.85,11.24
2024-01-19 03:10:00-06:00,12.21,10.75,13.85,11.24
2024-01-19 03:15:00-06:00,12.21,10.75,13.85,11.2
2024-01-19 03:20:00-06:00,12.21,10.75,13.85,11.14
2024-01-19 03:25:00-06:00,12.21,10.75,13.85,11.14
2024-01-19 03:30:00-06:00,12.21,10.75,13.85,11.14
2024-01-19 03:35:00-06:00,12.21,10.75,13.85,11.12
2024-01-19 03:40:00-06:00,12.21,10.75,13.85,11.04
2024-01-19 03:45:00-06:00,12.21,10.75,13.85,11.04
2024-01-19 03:50:00-06:00,12.21,10.75,13.85,11.02
2024-01-19 03:55:00-06:00,12.21,10.75,13.85,10.96
2024-01-19 04:00:00-06:00,12.21,10.75,13.85,10.94
2024-01-19 04:05:00-06:00,12.21,10.75,13.85,10.94
2024-01-19 04:10:00-06:00,12.21,10.75,13.85,10.85
2024-01-19 04:15:00-06:00,12.21,10.75,13.85,10.85
2024-01-19 04:20:00-06:00,12.21,10.75,13.94,10.85
2024-01-19 04:25:00-06:00,12.21,10.75,13.94,10.75
2024-01-19 04:30:00-06:00,12.21,10.75,13.94,10.75
2024-01-19 04:35:00-06:00,12.21,10.75,13.88,10.75
2024-01-19 04:40:00-06:00,12.19,10.75,13.92,10.67
2024-01-19 04:45:00-06:00,12.21,10.75,13.85,10.65
2024-01-19 04:50:00-06:00,12.11,10.75,13.94,10.63
2024-01-19 04:55:00-06:00,12.17,10.75,13.88,10.55
2024-01-19 05:00:00-06:00,12.21,10.75,13.94,10.55
2024-01-19 05:05:00-06:00,12.21,10.75,13.94,10.51
2024-01-19 05:10:00-06:00,12.21,10.75,13.94,10.46
2024-01-19 05:15:00-06:00,12.21,10.75,13.94,10.46
2024-01-19 05:20:00-06:00,12.21,10.75,13.94,10.36
2024-01-19 05:25:00-06:00,12.21,10.75,13.94,10.36
2024-01-19 05:30:00-06:00,12.21,10.75,13.94,10.36
2024-01-19 05:35:00-06:00,12.21,10.75,13.94,10.26
2024-01-19 05:40:00-06:00,12.21,10.75,13.94,10.26
2024-01-19 05:45:00-06:00,12.21,10.75,13.94,10.26
2024-01-19 05:50:00-06:00,12.21,10.75,13.94,10.18
2024-01-19 05:55:00-06:00,12.21,10.75,13.94,10.16
2024-01-19 06:00:00-06:00,12.21,10.75,13.94,10.16
2024-01-19 06:05:00-06:00,12.21,10.75,13.94,10.08
2024-01-19 06:10:00-06:00,12.21,10.75,13.94,10.06
2024-01-19 06:15:00-06:00,12.21,10.75,13.94,10.06
2024-01-19 06:20:00-06:00,12.21,10.75,13.94,10.06
2024-01-19 06:25:00-06:00,12.21,10.75,13.94,9.98
2024-01-19 06:30:00-06:00,12.21,10.75,13.94,9.96
2024-01-19 06:35:00-06:00,12.21,10.75,13.94,9.93
2024-01-19 06:40:00-06:00,12.21,10.75,13.94,9.87
2024-01-19 06:45:00-06:00,12.21,10.75,13.94,9.87
2024-01-19 06:50:00-06:00,12.21,10.75,13.94,9.83
2024-01-19 06:55:00-06:00,12.21,10.75,13.94,9.77
2024-01-19 07:00:00-06:00,12.21,10.75,13.94,9.77
2024-01-19 07:05:00-06:00,12.21,10.75,13.94,9.69
2024-01-19 07:10:00-06:00,12.21,10.75,13.94,9.67
2024-01-19 07:15:00-06:00,12.21,10.75,13.94,9.63
2024-01-19 07:20:00-06:00,12.21,10.75,13.94,9.57
2024-01-19 07:25:00-06:00,12.21,10.75,13.94,9.57
2024-01-19 07:30:00-06:00,12.21,10.75,13.94,9.57
2024-01-19 07:35:00-06:00,12.21,10.75,13.94,9.57
2024-01-19 07:40:00-06:00,12.21,10.75,13.94,9.47
2024-01-19 07:45:00-06:00,12.21,10.75,13.94,9.47
2024-01-19 07:50:00-06:00,12.21,10.75,13.94,9.47
2024-01-19 07:55:00-06:00,12.21,10.75,13.94,9.47
2024-01-19 08:00:00-06:00,12.21,10.75,13.94,9.47
2024-01-19 08:05:00-06:00,12.21,10.75,13.94,9.47
2024-01-19 08:10:00-06:00,12.21,10.75,13.94,9.47
2024-01-19 08:15:00-06:00,12.21,10.75,13.94,9.47
2024-01-19 08:20:00-06:00,12.21,10.75,13.94,9.37
2024-01-19 08:25:00-06:00,12.21,10.75,13.94,9.37
2024-01-19 08:30:00-06:00,12.21,10.75,13.94,9.37
2024-01-19 08:35:00-06:00,12.21,10.75,13.94,9.37
2024-01-19 08:40:00-06:00,12.21,10.75,13.94,9.37
2024-01-19 08:45:00-06:00,12.21,10.75,13.94,9.37
2024-01-19 08:50:00-06:00,12.21,10.75,13.94,9.37
2024-01-19 08:55:00-06:00,12.21,10.75,13.94,9.37
2024-01-19 09:00:00-06:00,12.28,10.75,13.88,9.37
2024-01-19 09:05:00-06:00,12.3,10.75,13.85,9.37
2024-01-19 09:10:00-06:00,12.3,10.75,13.85,9.37
2024-01-19 09:15:00-06:00,12.3,10.75,13.85,9.37
2024-01-19 09:20:00-06:00,12.3,10.75,13.92,9.37
2024-01-19 09:25:00-06:00,12.3,10.75,13.88,9.37
2024-01-19 09:30:00-06:00,12.3,10.75,13.94,9.37
2024-01-19 09:35:00-06:00,12.3,10.75,13.94,9.37
2024-01-19 09:40:00-06:00,12.3,10.75,13.94,9.37
2024-01-19 09:45:00-06:00,12.3,10.75,13.9,9.37
2024-01-19 09:50:00-06:00,12.3,10.75,13.85,9.37
2024-01-19 09:55:00-06:00,12.3,10.75,13.85,9.37
2024-01-19 10:00:00-06:00,12.3,10.75,13.88,9.37
2024-01-19 10:05:00-06:00,12.3,10.75,13.87,9.37
2024-01-19 10:10:00-06:00,12.3,10.75,13.85,9.37
2024-01-19 10:15:00-06:00,12.3,10.75,13.94,9.37
2024-01-19 10:20:00-06:00,12.3,10.75,13.94,9.37
2024-01-19 10:25:00-06:00,12.3,10.75,13.94,9.37
2024-01-19 10:30:00-06:00,12.3,10.75,13.94,9.37
2024-01-19 10:35:00-06:00,12.3,10.75,13.94,9.37
2024-01-19 10:40:00-06:00,12.3,10.75,13.94,9.37
2024-01-19 10:45:00-06:00,12.3,10.75,13.94,9.37
2024-01-19 10:50:00-06:00,12.3,10.75,13.94,9.37
2024-01-19 10:55:00-06:00,12.3,10.75,13.94,9.37
2024-01-19 11:00:00-06:00,12.3,10.75,13.94,9.37
2024-01-19 11:05:00-06:00,12.3,10.75,13.94,9.37
2024-01-19 11:10:00-06:00,12.3,10.75,13.88,9.37
2024-01-19 11:15:00-06:00,12.3,10.75,13.87,9.37
2024-01-19 11:20:00-06:00,12.3,10.75,13.85,9.37
2024-01-19 11:25:00-06:00,12.3,10.75,13.85,9.37
2024-01-19 11:30:00-06:00,12.3,10.75,13.94,9.37
2024-01-19 11:35:00-06:00,12.3,10.75,13.94,9.37
2024-01-19 11:40:00-06:00,12.3,10.75,13.94,9.37
2024-01-19 11:45:00-06:00,12.3,10.75,13.94,9.37
2024-01-19 11:50:00-06:00,12.36,10.75,13.94,9.37
2024-01-19 11:55:00-06:00,12.4,10.75,13.85,9.37
2024-01-19 12:00:00-06:00,12.4,10.75,13.85,9.45
2024-01-19 12:05:00-06:00,12.4,10.75,13.85,9.47
2024-01-19 12:10:00-06:00,12.4,10.75,13.94,9.47
2024-01-19 12:15:00-06:00,12.4,10.75,13.88,9.57
2024-01-19 12:20:00-06:00,12.4,10.75,13.9,9.57
2024-01-19 12:25:00-06:00,12.4,10.75,13.85,9.57
2024-01-19 12:30:00-06:00,12.4,10.75,13.85,9.57
2024-01-19 12:35:00-06:00,12.4,10.75,13.87,9.67
2024-01-19 12:40:00-06:00,12.4,10.75,13.94,9.67
2024-01-19 12:45:00-06:00,12.4,10.75,13.92,9.67
2024-01-19 12:50:00-06:00,12.4,10.75,13.94,9.67
2024-01-19 12:55:00-06:00,12.4,10.75,13.94,9.77
2024-01-19 13:00:00-06:00,12.4,10.75,13.94,9.77
2024-01-19 13:05:00-06:00,12.4,10.75,13.94,9.77
2024-01-19 13:10:00-06:00,12.44,10.75,13.94,9.77
2024-01-19 13:15:00-06:00,12.5,10.75,13.94,9.87
2024-01-19 13:20:00-06:00,12.5,10.75,13.94,9.87
2024-01-19 13:25:00-06:00,12.5,10.75,13.92,9.87
2024-01-19 13:30:00-06:00,12.5,10.75,13.85,9.87
2024-01-19 13:35:00-06:00,12.5,10.75,13.85,9.87
2024-01-19 13:40:00-06:00,12.5,10.75,13.9,9.93
2024-01-19 13:45:00-06:00,12.5,10.75,13.94,9.96
2024-01-19 13:50:00-06:00,12.5,10.75,13.88,9.96
2024-01-19 13:55:00-06:00,12.5,10.75,13.92,9.96
2024-01-19 14:00:00-06:00,12.5,10.75,13.94,9.96
2024-01-19 14:05:00-06:00,12.5,10.75,13.94,9.96
2024-01-19 14:10:00-06:00,12.5,10.75,13.94,9.98
2024-01-19 14:15:00-06:00,12.5,10.75,13.94,10.06
2024-01-19 14:20:00-06:00,12.5,10.75,13.94,10.06
2024-01-19 14:25:00-06:00,12.5,10.75,13.94,10.06
2024-01-19 14:30:00-06:00,12.5,10.75,13.94,10.06
2024-01-19 14:35:00-06:00,12.5,10.75,13.94,10.06
2024-01-19 14:40:00-06:00,12.5,10.79,13.94,10.1
2024-01-19 14:45:00-06:00,12.5,10.85,13.94,10.16
2024-01-19 14:50:00-06:00,12.5,10.85,13.94,10.16
2024-01-19 14:55:00-06:00,12.57,10.85,13.94,10.16
2024-01-19 15:00:00-06:00,12.59,10.85,13.94,10.16
2024-01-19 15:05:00-06:00,12.59,10.85,13.94,10.16
2024-01-19 15:10:00-06:00,12.59,10.85,13.94,10.16
2024-01-19 15:15:00-06:00,12.59,10.85,13.94,10.16
2024-01-19 15:20:00-06:00,12.59,10.85,13.94,10.16
2024-01-19 15:25:00-06:00,12.59,10.85,13.94,10.16
2024-01-19 15:30:00-06:00,12.59,10.85,13.94,10.16
2024-01-19 15:35:00-06:00,12.59,10.85,13.94,10.2
2024-01-19 15:40:00-06:00,12.59,10.85,13.94,10.26
2024-01-19 15:45:00-06:00,12.59,10.85,13.94,10.26
2024-01-19 15:50:00-06:00,12.59,10.85,13.94,10.26
2024-01-19 15:55:00-06:00,12.59,10.85,13.94,10.26
2024-01-19 16:00:00-06:00,12.59,10.85,13.94,10.26
2024-01-19 16:05:00-06:00,12.59,10.85,13.94,10.26
2024-01-19 16:10:00-06:00,12.59,10.85,13.94,10.26
2024-01-19 16:15:00-06:00,12.59,10.85,13.94,10.26
2024-01-19 16:20:00-06:00,12.61,10.85,13.94,10.26
2024-01-19 16:25:00-06:00,12.63,10.85,13.94,10.26
2024-01-19 16:30:00-06:00,12.59,10.85,13.94,10.26
2024-01-19 16:35:00-06:00,12.59,10.85,13.94,10.26
2024-01-19 16:40:00-06:00,12.59,10.85,13.94,10.26
2024-01-19 16:45:00-06:00,12.59,10.85,13.94,10.26
2024-01-19 16:50:00-06:00,12.61,10.85,13.94,10.26
2024-01-19 16:55:00-06:00,12.65,10.85,13.94,10.26
2024-01-19 17:00:00-06:00,12.69,10.85,13.94,10.26
2024-01-19 17:05:00-06:00,12.69,10.85,13.94,10.26
2024-01-19 17:10:00-06:00,12.69,10.85,13.94,10.26
2024-01-19 17:15:00-06:00,12.69,10.85,13.94,10.26
2024-01-19 17:20:00-06:00,12.69,10.85,13.94,10.26
2024-01-19 17:25:00-06:00,12.69,10.85,13.94,10.26
2024-01-19 17:30:00-06:00,12.69,10.85,13.94,10.26
2024-01-19 17:35:00-06:00,12.69,10.85,13.94,10.26
2024-01-19 17:40:00-06:00,12.69,10.85,13.94,10.26
2024-01-19 17:45:00-06:00,12.69,10.85,13.94,10.26
2024-01-19 17:50:00-06:00,12.69,10.85,13.94,10.26
2024-01-19 17:55:00-06:00,12.69,10.85,13.94,10.26
2024-01-19 18:00:00-06:00,12.69,10.85,13.94,10.26
2024-01-19 18:05:00-06:00,12.69,10.85,13.94,10.26
2024-01-19 18:10:00-06:00,12.69,10.85,13.94,10.26
2024-01-19 18:15:00-06:00,12.69,10.85,13.94,10.26
2024-01-19 18:20:00-06:00,12.69,10.85,13.94,10.26
2024-01-19 18:25:00-06:00,12.69,10.85,13.94,10.26
2024-01-19 18:30:00-06:00,12.69,10.85,13.94,10.26
2024-01-19 18:35:00-06:00,12.69,10.85,13.94,10.26
2024-01-19 18:40:00-06:00,12.69,10.85,13.94,10.26
2024-01-19 18:45:00-06:00,12.69,10.85,13.94,10.26
2024-01-19 18:50:00-06:00,12.69,10.85,13.94,10.26
2024-01-19 18:55:00-06:00,12.69,10.85,13.94,10.26
2024-01-19 19:00:00-06:00,12.69,10.85,13.94,10.26
